name,type,lat,lng,address,tel,openTime,level,typeLabels,description,groupSize,source
建國橋下仁愛濟南段停車場(假日玉市),TOILET,25.0386511,121.537893,臺北市大安區民輝里建國橋下仁愛路-濟南路間停車場,02-27095574,週一 全天關閉；週二 全天關閉；週三 00：00~23：59；週四 全天關閉；週五 00：00~23：59；週六 全天關閉；週日 00：00~23：59,特優級,無障礙,地址：臺北市大安區民輝里建國橋下仁愛路-濟南路間停車場；電話：02-27095574；開放時間：週一 全天關閉；週二 全天關閉；週三 00：00~23：59；週四 全天關閉；週五 00：00~23：59；週六 全天關閉；週日 00：00~23：59；等級：特優級；,1,tw_public
西雅圖咖啡忠孝延吉店,TOILET,25.041198,121.554284,臺北市大安區仁愛里忠孝東路四段250號,02-27776950,週一 07：30~22：30；週二 07：30~23：00；週三 07：30~23：00；週四 07：30~23：00；週五 07：30~23：00；週六 07：30~22：30；週日 07：30~23：00,特優級,男、女,地址：臺北市大安區仁愛里忠孝東路四段250號；電話：02-27776950；開放時間：週一 07：30~22：30；週二 07：30~23：00；週三 07：30~23：00；週四 07：30~23：00；週五 07：30~23：00；週六 07：30~22：30；週日 07：30~23：00；等級：特優級；,2,tw_public
京星港式飲茶,TOILET,25.041201,121.548469,臺北市大安區仁愛里敦化南路一段216號,02-27412625,全天開放,特優級,男,地址：臺北市大安區仁愛里敦化南路一段216號；電話：02-27412625；開放時間：全天開放；等級：特優級；,1,tw_public
太平洋崇光百貨復興館9F,TOILET,25.041449,121.543418,臺北市大安區義村里忠孝東路三段300號,02-27765555,週一 11：00~21：30；週二 11：00~21：30；週三 11：00~21：30；週四 11：00~21：30；週五 11：00~22：00；週六 11：00~22：00；週日 11：00~21：30,特優級,男,地址：臺北市大安區義村里忠孝東路三段300號；電話：02-27765555；開放時間：週一 11：00~21：30；週二 11：00~21：30；週三 11：00~21：30；週四 11：00~21：30；週五 11：00~22：00；週六 11：00~22：00；週日 11：00~21：30；等級：特優級；,1,tw_public
捷運忠孝新生站板南線,TOILET,25.042455,121.533216,臺北市大安區民輝里新生南路一段67號,02-25363001,06：00~23：59,特優級,男、女、無障礙、親子,地址：臺北市大安區民輝里新生南路一段67號；電話：02-25363001；開放時間：06：00~23：59；等級：特優級；,6,tw_public
台灣中油新生南路加油站,TOILET,25.03848,121.533195,臺北市大安區民輝里仁愛路三段1號,02-27112316,07：00~22：00,特優級,男、無障礙,地址：臺北市大安區民輝里仁愛路三段1號；電話：02-27112316；開放時間：07：00~22：00；等級：特優級；,2,tw_public
丹堤咖啡濟南店,TOILET,25.04026,121.534638,臺北市大安區民輝里濟南路三段25號,02-27402350,07：30~22：00,特優級,男女/混合,地址：臺北市大安區民輝里濟南路三段25號；電話：02-27402350；開放時間：07：30~22：00；等級：特優級；,1,tw_public
建國計程車服務站,TOILET,25.044163,121.536235,臺北市大安區民輝里建國南路一段34號,02-27274168,週一 08：30~17：30；週二 08：30~17：30；週三 08：30~17：30；週四 08：30~17：30；週五 08：30~17：30；週六 全天關閉；週日 全天關閉,特優級,女,地址：臺北市大安區民輝里建國南路一段34號；電話：02-27274168；開放時間：週一 08：30~17：30；週二 08：30~17：30；週三 08：30~17：30；週四 08：30~17：30；週五 08：30~17：30；週六 全天關閉；週日 全天關閉；等級：特優級；,1,tw_public
財團法人國泰綜合醫院東3樓婦產科,TOILET,25.036826,121.553681,臺北市大安區敦煌里仁愛路四段280號,02-27082121,週一 全天關閉；週二 全天關閉；週三 00：00~23：59；週四 全天關閉；週五 00：00~23：59；週六 全天關閉；週日 00：00~23：59,特優級,女,地址：臺北市大安區敦煌里仁愛路四段280號；電話：02-27082121；開放時間：週一 全天關閉；週二 全天關閉；週三 00：00~23：59；週四 全天關閉；週五 00：00~23：59；週六 全天關閉；週日 00：00~23：59；等級：特優級；,1,tw_public
統一星巴克龍門門市,TOILET,25.041327,121.54837,臺北市大安區仁愛里忠孝東路四段134號,02-87867799,週一 07：00~22：00；週二 07：00~22：00；週三 07：00~22：00；週四 07：00~22：00；週五 07：00~23：00；週六 07：00~23：00；週日 07：00~22：00,特優級,男女/混合,地址：臺北市大安區仁愛里忠孝東路四段134號；電話：02-87867799；開放時間：週一 07：00~22：00；週二 07：00~22：00；週三 07：00~22：00；週四 07：00~22：00；週五 07：00~23：00；週六 07：00~23：00；週日 07：00~22：00；等級：特優級；,1,tw_public
公有成功中繼市場1F,TOILET,25.0269486,121.5480968,臺北市大安區群賢里敦化南路二段120號,02-25583986,週一 全天關閉；週二 07：30~14：00；週三 07：30~14：00；週四 07：30~14：00；週五 07：30~14：00；週六 07：30~14：00；週日 07：30~14：00,優等級,女,地址：臺北市大安區群賢里敦化南路二段120號；電話：02-25583986；開放時間：週一 全天關閉；週二 07：30~14：00；週三 07：30~14：00；週四 07：30~14：00；週五 07：30~14：00；週六 07：30~14：00；週日 07：30~14：00；等級：優等級；,1,tw_public
公有成功中繼市場2F,TOILET,25.0269316,121.5480754,臺北市大安區群賢里敦化南路二段120號,02-25583986,週一 全天關閉；週二 07：30~14：00；週三 07：30~14：00；週四 07：30~14：00；週五 07：30~14：00；週六 07：30~14：00；週日 07：30~14：00,優等級,男,地址：臺北市大安區群賢里敦化南路二段120號；電話：02-25583986；開放時間：週一 全天關閉；週二 07：30~14：00；週三 07：30~14：00；週四 07：30~14：00；週五 07：30~14：00；週六 07：30~14：00；週日 07：30~14：00；等級：優等級；,1,tw_public
公有成功中繼市場2F,TOILET,25.0269352,121.5480995,臺北市大安區群賢里敦化南路二段120號,02-25583986,週一 全天關閉；週二 07：30~14：00；週三 07：30~14：00；週四 07：30~14：00；週五 07：30~14：00；週六 07：30~14：00；週日 07：30~14：00,優等級,女,地址：臺北市大安區群賢里敦化南路二段120號；電話：02-25583986；開放時間：週一 全天關閉；週二 07：30~14：00；週三 07：30~14：00；週四 07：30~14：00；週五 07：30~14：00；週六 07：30~14：00；週日 07：30~14：00；等級：優等級；,1,tw_public
公有成功中繼市場2F,TOILET,25.0269389,121.5480834,臺北市大安區群賢里敦化南路二段120號,02-25583986,週一 全天關閉；週二 07：30~14：00；週三 07：00~14：00；週四 07：30~14：00；週五 07：30~14：00；週六 07：30~14：00；週日 07：30~14：00,優等級,無障礙,地址：臺北市大安區群賢里敦化南路二段120號；電話：02-25583986；開放時間：週一 全天關閉；週二 07：30~14：00；週三 07：00~14：00；週四 07：30~14：00；週五 07：30~14：00；週六 07：30~14：00；週日 07：30~14：00；等級：優等級；,1,tw_public
明曜百貨公司B1,TOILET,25.041209,121.552018,臺北市大安區建倫里忠孝東路四段200號,02-27771266,週一 11：00~21：30；週二 11：00~20：30；週三 11：00~21：30；週四 11：00~21：30；週五 11：00~22：00；週六 11：00~22：00；週日 11：00~21：30,特優級,女,地址：臺北市大安區建倫里忠孝東路四段200號；電話：02-27771266；開放時間：週一 11：00~21：30；週二 11：00~20：30；週三 11：00~21：30；週四 11：00~21：30；週五 11：00~22：00；週六 11：00~22：00；週日 11：00~21：30；等級：特優級；,1,tw_public
中正16號,TOILET,25.009349,121.539625,臺北市大安區學府里羅斯福路四段119巷66弄1號旁,02-25920199,週一 全天關閉；週二 全天關閉；週三 00：00~23：59；週四 全天關閉；週五 00：00~23：59；週六 全天關閉；週日 00：00~23：59,特優級,男女/混合,地址：臺北市大安區學府里羅斯福路四段119巷66弄1號旁；電話：02-25920199；開放時間：週一 全天關閉；週二 全天關閉；週三 00：00~23：59；週四 全天關閉；週五 00：00~23：59；週六 全天關閉；週日 00：00~23：59；等級：特優級；,1,tw_public
市民大道地下停車場敦延段B2,TOILET,25.0445141,121.550535,臺北市大安區建安里市民大道四段145號,02-25774364,全天開放,特優級,男,地址：臺北市大安區建安里市民大道四段145號；電話：02-25774364；開放時間：全天開放；等級：特優級；,1,tw_public
臺北市懷愛館丁級廳,TOILET,25.013755,121.553007,臺北市大安區學府里辛亥路三段330號,02-87329686,週一 全天關閉；週二 全天關閉；週三 全天關閉；週四 全天關閉；週五 全天關閉；週六 全天關閉；週日 08：00~16：00,特優級,女、無障礙,地址：臺北市大安區學府里辛亥路三段330號；電話：02-87329686；開放時間：週一 全天關閉；週二 全天關閉；週三 全天關閉；週四 全天關閉；週五 全天關閉；週六 全天關閉；週日 08：00~16：00；等級：特優級；,4,tw_public
臺北市懷愛館景仰左3F,TOILET,25.014062,121.5501594,臺北市大安區學府里辛亥路三段330號,02-87329686,08：00~16：00,特優級,男,地址：臺北市大安區學府里辛亥路三段330號；電話：02-87329686；開放時間：08：00~16：00；等級：特優級；,1,tw_public
爭鮮古亭店,TOILET,25.0265618,121.5230758,臺北市大安區古莊里羅斯福路二段73號,02-23649862,11：00~21：30,特優級,男女/混合,地址：臺北市大安區古莊里羅斯福路二段73號；電話：02-23649862；開放時間：11：00~21：30；等級：特優級；,1,tw_public
漢堡王新師大店男女共用,TOILET,25.0239256,121.528002,臺北市大安區古莊里師大路86巷1號,02-23622986,09：00~21：00,特優級,男女/混合,地址：臺北市大安區古莊里師大路86巷1號；電話：02-23622986；開放時間：09：00~21：00；等級：特優級；,1,tw_public
臺灣當代文化實驗場服務中心男廁,TOILET,25.039531,121.539817,臺北市大安區義村里仁愛路三段55號,02-87735087#224,週一 09：00~18：00；週二 09：00~18：00；週三 09：00~18：00；週四 09：00~18：00；週五 09：00~18：00；週六 全天關閉；週日 全天關閉,特優級,男,地址：臺北市大安區義村里仁愛路三段55號；電話：02-87735087#224；開放時間：週一 09：00~18：00；週二 09：00~18：00；週三 09：00~18：00；週四 09：00~18：00；週五 09：00~18：00；週六 全天關閉；週日 全天關閉；等級：特優級；,1,tw_public
臺灣當代文化實驗場圖書館1F,TOILET,25.039392,121.539858,臺北市大安區義村里仁愛路三段55號,02-87735087#224,週一 09：00~18：00；週二 09：00~18：00；週三 09：00~18：00；週四 09：00~18：00；週五 09：00~18：00；週六 全天關閉；週日 全天關閉,特優級,女、男女/混合、男、無障礙,地址：臺北市大安區義村里仁愛路三段55號；電話：02-87735087#224；開放時間：週一 09：00~18：00；週二 09：00~18：00；週三 09：00~18：00；週四 09：00~18：00；週五 09：00~18：00；週六 全天關閉；週日 全天關閉；等級：特優級；,10,tw_public
大安森林公園地下停車場,TOILET,25.031983,121.537325,臺北市大安區龍門里忠孝東路三段300號,02-27092940,全天開放,特優級,無障礙,地址：臺北市大安區龍門里忠孝東路三段300號；電話：02-27092940；開放時間：全天開放；等級：特優級；,1,tw_public
臺大癌醫中心E區門診,TOILET,25.014688,121.544196,臺北市大安區學府里基隆路三段155巷57號,02- 23220322,全天開放,特優級,性別友善、親子、男、女,地址：臺北市大安區學府里基隆路三段155巷57號；電話：02- 23220322；開放時間：全天開放；等級：特優級；,4,tw_public
摩斯漢堡長興店男廁,TOILET,25.017644,121.545016,臺北市大安區學府里基隆路三段85號,02-27556440,07：00~20：00,特優級,男女/混合、女,地址：臺北市大安區學府里基隆路三段85號；電話：02-27556440；開放時間：07：00~20：00；等級：特優級；,2,tw_public
大安國中地下停車場,TOILET,25.0299321,121.5461604,臺北市大安區龍雲里大安路二段79號,02-27080213,全天開放,特優級,男、女,地址：臺北市大安區龍雲里大安路二段79號；電話：02-27080213；開放時間：全天開放；等級：特優級；,2,tw_public
大安國中地下停車場,TOILET,25.0299321,121.5461604,臺北市大安區龍雲里中山北路二段113號,0939273810,全天開放,特優級,無障礙,地址：臺北市大安區龍雲里中山北路二段113號；電話：0939273810；開放時間：全天開放；等級：特優級；,1,tw_public
聯合醫院仁愛院區外科,TOILET,25.0372474,121.5452245,臺北市大安區仁慈里仁愛路四段10號,02-27093600,全天開放,特優級,性別友善,地址：臺北市大安區仁慈里仁愛路四段10號；電話：02-27093600；開放時間：全天開放；等級：特優級；,1,tw_public
僑安地下停車場,TOILET,25.0406823,121.5565881,臺北市大安區正聲里忠孝東路四段306號,02-27115547,全天開放,特優級,無障礙,地址：臺北市大安區正聲里忠孝東路四段306號；電話：02-27115547；開放時間：全天開放；等級：特優級；,1,tw_public
統一超商臺北市敦信門市,TOILET,25.034433,121.550158,臺北市大安區敦安里仁愛路四段122巷50號,02-23778253,週一 全天關閉；週二 全天關閉；週三 00：00~23：59；週四 全天關閉；週五 00：00~23：59；週六 全天關閉；週日 00：00~23：59,特優級,男女/混合,地址：臺北市大安區敦安里仁愛路四段122巷50號；電話：02-23778253；開放時間：週一 全天關閉；週二 全天關閉；週三 00：00~23：59；週四 全天關閉；週五 00：00~23：59；週六 全天關閉；週日 00：00~23：59；等級：特優級；,1,tw_public
